81;11;20.02.2019 10:50:00;1;Feld1;Schmettbos;Die supercoolsten Megacoolen;Carpe Noctem;18;12;0;0;0;0
82;11;20.02.2019 10:50:00;2;Feld2;Die Wuerstel sind fertig;Die vier Fragezeichen;Kimbo und die Bimbos;20;9;0;0;0;0
83;11;20.02.2019 10:50:00;3;Feld3;Nimm na du i hob na fix;Superkalefragelistigexoialigestis;1 Meter no;8;22;0;0;0;0
84;11;20.02.2019 10:50:00;4;Feld4;Volleybaerenbande;Ich und die 3 Hansln;Moes Hoes;20;10;0;0;0;0
85;11;20.02.2019 10:50:00;5;Feld5;Springginkerl;Auf Ex;Namenlose Qualitaet;26;8;0;0;0;0
86;11;20.02.2019 10:50:00;6;Feld6;Pancakesmashers;Scharf aber out;Die gestiefelten Muskelkater;22;11;0;0;0;0
87;11;20.02.2019 10:50:00;7;Feld7;Eisen;Bombig Beerig;Unblockable;12;19;0;0;0;0
88;11;20.02.2019 10:50:00;8;Feld8;LeitWollHofRyll;Die TSVour;Black Cat Volleyteam;14;15;0;0;0;0
89;12;20.02.2019 11:10:00;2;Feld2;Stieglitz;Carpe Noctem;Foi am Sand;8;26;0;0;0;0
90;12;20.02.2019 11:10:00;3;Feld3;SK Lation;Kimbo und die Bimbos;Sandviper;20;9;0;0;0;0
91;12;20.02.2019 11:10:00;4;Feld4;20 zwequschte Zwetschken;1 Meter no;Ratsherrn Allstarts;9;16;0;0;0;0
92;12;20.02.2019 11:10:00;5;Feld5;Schluckspecht GmbH;Moes Hoes;Netninjas;17;16;0;0;0;0
93;12;20.02.2019 11:10:00;6;Feld6;Die Beachboys;Namenlose Qualitaet;Haribus;17;16;0;0;0;0
94;12;20.02.2019 11:10:00;7;Feld7;Waterlemons;Die gestiefelten Muskelkater;Winterzauber 4.0;11;19;0;0;0;0
95;12;20.02.2019 11:10:00;8;Feld8;Wuedsaubande;Unblockable;Truthtrain;10;27;0;0;0;0
96;12;20.02.2019 11:10:00;1;Feld1;The Best Losers;Black Cat Volleyteam;Du WerRegenZone;28;9;0;0;0;0
