161;21;20.02.2019 14:06:04;1;Feld1;Schmettbos;Sandviper;Carpe Noctem;18;12;0;0;0;0
162;21;20.02.2019 14:06:04;2;Feld2;Foi am Sand;Die Wuerstel sind fertig;Die supercoolsten Megacoolen;20;9;0;0;0;0
163;21;20.02.2019 14:06:04;3;Feld3;Ratsherrn Allstarts;Netninjas;Superkalefragelistigexoialigestis;8;22;0;0;0;0
164;21;20.02.2019 14:06:04;4;Feld4;20 zwequschte Zwetschken;Schluckspecht GmbH;1 Meter no;20;10;0;0;0;0
165;21;20.02.2019 14:06:04;5;Feld5;Springginkerl;Pancakesmashers;Die Beachboys;26;8;0;0;0;0
166;21;20.02.2019 14:06:04;6;Feld6;Namenlose Qualitaet;Scharf aber out;Haribus;22;11;0;0;0;0
167;21;20.02.2019 14:06:04;7;Feld7;Bombig Beerig;Du WerRegenZone;Unblockable;12;19;0;0;0;0
168;21;20.02.2019 14:06:04;8;Feld8;Eisen;Black Cat Volleyteam;Wuedsaubande;14;15;0;0;0;0
169;22;20.02.2019 14:21:04;8;Feld8;Carpe Noctem;Kimbo und die Bimbos;Sandviper;8;26;0;0;0;0
170;22;20.02.2019 14:21:04;7;Feld7;Die supercoolsten Megacoolen;SK Lation;Die Wuerstel sind fertig;20;9;0;0;0;0
171;22;20.02.2019 14:21:04;6;Feld6;Superkalefragelistigexoialigestis;Volleybaerenbande;Netninjas;9;16;0;0;0;0
172;22;20.02.2019 14:21:04;5;Feld5;1 Meter no;Ich und die 3 Hansln;Schluckspecht GmbH;17;16;0;0;0;0
173;22;20.02.2019 14:21:04;4;Feld4;Die Beachboys;Die gestiefelten Muskelkater;Pancakesmashers;17;16;0;0;0;0
174;22;20.02.2019 14:21:04;3;Feld3;Haribus;Waterlemons;Scharf aber out;11;19;0;0;0;0
175;22;20.02.2019 14:21:04;2;Feld2;Unblockable;The Best Losers;Du WerRegenZone;10;27;0;0;0;0
176;22;20.02.2019 14:21:04;1;Feld1;Wuedsaubande;LeitWollHofRyll;Black Cat Volleyteam;28;9;0;0;0;0
