61;11;20.02.2019 10:50:00;1;Feld1;Foi am Sand;Die supercoolsten Megacoolen;Sandviper;18;12;0;0;0;0
62;11;20.02.2019 10:50:00;2;Feld2;Carpe Noctem;Die TSVour;Namenlose Qualitaet;20;9;0;0;0;0
63;11;20.02.2019 10:50:00;3;Feld3;Schmettbos;Ratsherrn Allstarts;Scharf aber out;8;22;0;0;0;0
64;11;20.02.2019 10:50:00;4;Feld4;Moes Hoes;Die Wuerstel sind fertig;20 zwequschte Zwetschken;20;10;0;0;0;0
65;11;20.02.2019 10:50:00;5;Feld5;Stieglitz;Die Beachboys;Wuedsaubande;26;8;0;0;0;0
66;11;20.02.2019 10:50:00;6;Feld6;Truthtrain;Schluckspecht GmbH;Black Cat Volleyteam;22;11;0;0;0;0
67;12;20.02.2019 11:10:00;2;Feld2;Ich und die 3 Hansln;Sandviper;Volleybaerenbande;12;19;0;0;0;0
68;12;20.02.2019 11:10:00;3;Feld3;Auf Ex;Namenlose Qualitaet;Netninjas;14;15;0;0;0;0
69;12;20.02.2019 11:10:00;4;Feld4;The Best Losers;Scharf aber out;1 Meter no;8;26;0;0;0;0
70;12;20.02.2019 11:10:00;5;Feld5;Die gestiefelten Muskelkater;20 zwequschte Zwetschken;SK Lation;20;9;0;0;0;0
71;12;20.02.2019 11:10:00;6;Feld6;Eisen;Wuedsaubande;Pancakesmashers;9;16;0;0;0;0
72;12;20.02.2019 11:10:00;1;Feld1;Du WerRegenZone;Black Cat Volleyteam;Haribus;17;16;0;0;0;0
73;13;20.02.2019 11:30:00;3;Feld3;Die supercoolsten Megacoolen;Volleybaerenbande;Ich und die 3 Hansln;17;16;0;0;0;0
74;13;20.02.2019 11:30:00;4;Feld4;Die TSVour;Netninjas;Auf Ex;11;19;0;0;0;0
75;13;20.02.2019 11:30:00;5;Feld5;Ratsherrn Allstarts;1 Meter no;The Best Losers;10;27;0;0;0;0
76;13;20.02.2019 11:30:00;6;Feld6;Die Wuerstel sind fertig;SK Lation;Die gestiefelten Muskelkater;28;9;0;0;0;0
77;13;20.02.2019 11:30:00;1;Feld1;Die Beachboys;Pancakesmashers;Eisen;18;21;0;0;0;0
78;13;20.02.2019 11:30:00;2;Feld2;Schluckspecht GmbH;Haribus;Du WerRegenZone;11;16;0;0;0;0
79;14;20.02.2019 11:50:00;4;Feld4;Foi am Sand;Sandviper;Die supercoolsten Megacoolen;8;24;0;0;0;0
80;14;20.02.2019 11:50:00;5;Feld5;Carpe Noctem;Namenlose Qualitaet;Die TSVour;15;12;0;0;0;0
81;14;20.02.2019 11:50:00;6;Feld6;Schmettbos;Scharf aber out;Ratsherrn Allstarts;9;28;0;0;0;0
