141;21;20.02.2019 14:06:04;1;Feld1;Schmettbos;Springginkerl;Moes Hoes;18;12;0;0;0;0
142;21;20.02.2019 14:06:04;2;Feld2;Netninjas;SK Lation;Namenlose Qualitaet;20;9;0;0;0;0
143;21;20.02.2019 14:06:04;3;Feld3;Die Wuerstel sind fertig;Carpe Noctem;Pancakesmashers;8;22;0;0;0;0
144;21;20.02.2019 14:06:04;4;Feld4;Black Cat Volleyteam;Superkalefragelistigexoialigestis;20 zwequschte Zwetschken;20;10;0;0;0;0
145;21;20.02.2019 14:06:04;5;Feld5;Truthtrain;1 Meter no;Die TSVour;26;8;0;0;0;0
146;21;20.02.2019 14:06:04;6;Feld6;Stieglitz;Auf Ex;Scharf aber out;22;11;0;0;0;0
147;22;20.02.2019 14:21:04;6;Feld6;Moes Hoes;Volleybaerenbande;Springginkerl;12;19;0;0;0;0
148;22;20.02.2019 14:21:04;5;Feld5;Namenlose Qualitaet;Wuedsaubande;SK Lation;14;15;0;0;0;0
149;22;20.02.2019 14:21:04;4;Feld4;Pancakesmashers;Schluckspecht GmbH;Carpe Noctem;8;26;0;0;0;0
150;22;20.02.2019 14:21:04;3;Feld3;20 zwequschte Zwetschken;Foi am Sand;Superkalefragelistigexoialigestis;20;9;0;0;0;0
151;22;20.02.2019 14:21:04;2;Feld2;Die TSVour;Ratsherrn Allstarts;1 Meter no;9;16;0;0;0;0
152;22;20.02.2019 14:21:04;1;Feld1;Scharf aber out;Die vier Fragezeichen;Auf Ex;17;16;0;0;0;0
