153;23;20.02.2019 14:36:04;1;Feld1;Die supercoolsten Megacoolen;Bombig Beerig;Moes Hoes;0;0;0;0;0;0
154;23;20.02.2019 14:36:04;2;Feld2;Sandviper;Die Beachboys;Pancakesmashers;0;0;0;0;0;0
155;23;20.02.2019 14:36:04;3;Feld3;Die gestiefelten Muskelkater;The Best Losers;Die TSVour;0;0;0;0;0;0
156;23;20.02.2019 14:36:04;4;Feld4;SK Lation;Namenlose Qualitaet;Springginkerl;0;0;0;0;0;0
157;23;20.02.2019 14:36:04;5;Feld5;Superkalefragelistigexoialigestis;Foi am Sand;Carpe Noctem;0;0;0;0;0;0
158;23;20.02.2019 14:36:04;6;Feld6;Auf Ex;Die vier Fragezeichen;1 Meter no;0;0;0;0;0;0
159;23;20.02.2019 14:36:04;7;Feld7;Netninjas;Wuedsaubande;Die supercoolsten Megacoolen;0;0;0;0;0;0
160;24;20.02.2019 14:51:04;2;Feld2;Black Cat Volleyteam;20 zwequschte Zwetschken;Sandviper;0;0;0;0;0;0
161;24;20.02.2019 14:51:04;3;Feld3;Stieglitz;Scharf aber out;Die gestiefelten Muskelkater;0;0;0;0;0;0
162;24;20.02.2019 14:51:04;4;Feld4;Springginkerl;Moes Hoes;Bombig Beerig;0;0;0;0;0;0
163;24;20.02.2019 14:51:04;5;Feld5;Die Wuerstel sind fertig;Pancakesmashers;Die Beachboys;0;0;0;0;0;0
164;24;20.02.2019 14:51:04;6;Feld6;1 Meter no;Die TSVour;The Best Losers;0;0;0;0;0;0
165;24;20.02.2019 14:51:04;7;Feld7;Carpe Noctem;Schluckspecht GmbH;Namenlose Qualitaet;0;0;0;0;0;0
166;24;20.02.2019 14:51:04;1;Feld1;Truthtrain;Ratsherrn Allstarts;SK Lation;0;0;0;0;0;0
167;25;20.02.2019 15:06:04;3;Feld3;Schmettbos;Volleybaerenbande;Namenlose Qualitaet;0;0;0;0;0;0
